
Timeframe & Parameter Performance (sorted by total return):
|      | start               | end                 |   lookback |   z_enter |   z_exit |   max_holding |   total_return |       sharpe |            max_dd | pair      |
| 5119 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.5703      |  -6.96653    |      -1.5703e+10  | VLO,XOM   |
| 8298 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.57182     |  -7.55269    |      -1.57271e+10 | AAPL,SHEL |
| 8297 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.57182     |  -7.55269    |      -1.57271e+10 | AAPL,SHEL |
| 5121 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.57196     |  -7.00715    |      -1.57196e+10 | VLO,XOM   |
| 5120 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.57196     |  -7.00715    |      -1.57196e+10 | VLO,XOM   |
| 5122 | 2021-01-25 00:00:00 | 2022-01-25 00:00:00 |         20 |       2   |      0.5 |            20 |   -1.57202     |  -5.14747    |      -1.57202e+10 | VLO,XOM   |
| 5123 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2   |      0.5 |            10 |   -1.57203     |  -5.62964    |      -1.57203e+10 | VLO,XOM   |
| 8301 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.57271     |  -6.60223    |      -1.57358e+10 | AAPL,SHEL |
| 8300 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.57271     |  -6.60223    |      -1.57358e+10 | AAPL,SHEL |
| 8299 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.57271     |  -6.60223    |      -1.57358e+10 | AAPL,SHEL |
| 5124 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         10 |       2   |      0.5 |            20 |   -1.57289     |  -5.90362    |      -1.57289e+10 | VLO,XOM   |
| 8304 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      1   |             5 |   -1.57338     |  -6.74064    |      -1.57338e+10 | AAPL,SHEL |
| 8303 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      1   |            10 |   -1.57338     |  -6.74064    |      -1.57338e+10 | AAPL,SHEL |
| 8302 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      1   |            20 |   -1.57338     |  -6.74064    |      -1.57338e+10 | AAPL,SHEL |
| 5125 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.57361     |  -6.78639    |    -282.589       | VLO,XOM   |
| 2366 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.57454     |  -6.60194    |      -1.57454e+10 | SHEL,VLO  |
| 2368 | 2022-05-20 00:00:00 | 2023-05-20 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.5746      |  -7.17573    |      -1.5746e+10  | SHEL,VLO  |
| 2367 | 2022-05-20 00:00:00 | 2023-05-20 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.5746      |  -7.17573    |      -1.5746e+10  | SHEL,VLO  |
| 2369 | 2022-05-20 00:00:00 | 2023-05-20 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.5746      |  -7.17573    |      -1.5746e+10  | SHEL,VLO  |
| 8305 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.5746      |  -7.53996    |      -1.57549e+10 | AAPL,SHEL |
| 2370 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.57506     |  -6.89196    |      -1.57506e+10 | SHEL,VLO  |
| 2371 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.57619     |  -6.30467    |      -1.57619e+10 | SHEL,VLO  |
| 2372 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.57619     |  -6.30467    |      -1.57619e+10 | SHEL,VLO  |
| 2373 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.57619     |  -6.30467    |      -1.57619e+10 | SHEL,VLO  |
| 5126 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.57641     |  -6.54038    |      -1.57641e+10 | VLO,XOM   |
| 8306 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.57752     |  -6.12769    |      -1.59353e+10 | AAPL,SHEL |
| 5127 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         20 |       2   |      0.5 |            20 |   -1.57766     |  -5.48376    |      -1.57766e+10 | VLO,XOM   |
| 8307 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -1.57772     |  -6.5418     |      -1.57859e+10 | AAPL,SHEL |
| 8308 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.57893     |  -6.16486    |    -325.742       | AAPL,SHEL |
| 8309 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.57902     |  -7.25757    |      -1.57902e+10 | AAPL,SHEL |
| 2374 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         10 |       1.5 |      0.5 |            10 |   -1.57977     |  -5.46675    |      -1.57977e+10 | SHEL,VLO  |
| 2375 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         10 |       1.5 |      0.5 |            20 |   -1.57977     |  -5.46675    |      -1.57977e+10 | SHEL,VLO  |
| 8310 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         10 |       2   |      0.5 |            20 |   -1.58013     |  -6.62188    |      -1.58013e+10 | AAPL,SHEL |
| 8311 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.58048     |  -7.19803    |      -1.58137e+10 | AAPL,SHEL |
| 5128 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.5808      |  -6.76574    |      -1.5808e+10  | VLO,XOM   |
| 5130 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.58096     |  -7.02144    |  -10775.2         | VLO,XOM   |
| 5129 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.58096     |  -7.02144    |  -10775.2         | VLO,XOM   |
| 8312 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         10 |       1.5 |      1   |            10 |   -1.58131     |  -6.41998    |      -1.59163e+10 | AAPL,SHEL |
| 8313 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         10 |       1.5 |      1   |             5 |   -1.58131     |  -6.41998    |      -1.59163e+10 | AAPL,SHEL |
| 8314 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         10 |       1.5 |      1   |            20 |   -1.58131     |  -6.41998    |      -1.59163e+10 | AAPL,SHEL |
| 2376 | 2021-01-25 00:00:00 | 2022-01-25 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.58179     |  -5.65313    |    -224.435       | SHEL,VLO  |
| 2377 | 2021-01-25 00:00:00 | 2022-01-25 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.58179     |  -5.65313    |    -224.435       | SHEL,VLO  |
| 2378 | 2021-01-25 00:00:00 | 2022-01-25 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.58179     |  -5.65313    |    -224.435       | SHEL,VLO  |
| 8315 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.58203     |  -6.13198    |      -1.59804e+10 | AAPL,SHEL |
| 2380 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.58246     |  -6.58709    |      -1.58246e+10 | SHEL,VLO  |
| 2379 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.58246     |  -6.58709    |      -1.58246e+10 | SHEL,VLO  |
| 5131 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.58269     |  -6.13994    |      -1.58269e+10 | VLO,XOM   |
| 2381 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.58279     |  -7.32204    |      -1.58279e+10 | SHEL,VLO  |
| 2382 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.58279     |  -7.32204    |      -1.58279e+10 | SHEL,VLO  |
| 2383 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.58279     |  -7.32204    |      -1.58279e+10 | SHEL,VLO  |
| 8316 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.58333     |  -6.1686     |    -326.64        | AAPL,SHEL |
| 5132 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.58355     |  -6.82405    |    -284.366       | VLO,XOM   |
| 5133 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.58355     |  -6.82405    |    -284.366       | VLO,XOM   |
| 5136 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.58463     |  -7.07358    |      -1.58463e+10 | VLO,XOM   |
| 5134 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.58463     |  -7.07358    |      -1.58463e+10 | VLO,XOM   |
| 5135 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.58463     |  -7.07358    |      -1.58463e+10 | VLO,XOM   |
| 8317 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      0.5 |             5 |   -1.58509     |  -6.27693    |      -1.58509e+10 | AAPL,SHEL |
| 5137 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -1.58557     |  -6.04779    |      -1.58557e+10 | VLO,XOM   |
| 5138 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.58564     |  -6.34058    |      -1.58564e+10 | VLO,XOM   |
| 5139 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2   |      1   |             5 |   -1.58717     |  -5.76812    |      -1.58717e+10 | VLO,XOM   |
| 5140 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.58744     |  -7.04153    |  -10819.3         | VLO,XOM   |
| 5141 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.58776     |  -6.23649    |      -1.58776e+10 | VLO,XOM   |
| 2385 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.58831     |  -7.03684    |      -1.58831e+10 | SHEL,VLO  |
| 2384 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.58831     |  -7.03684    |      -1.58831e+10 | SHEL,VLO  |
| 8318 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         10 |       2   |      0.5 |            10 |   -1.58846     |  -6.64425    |      -1.58846e+10 | AAPL,SHEL |
| 2386 | 2021-02-24 00:00:00 | 2022-02-24 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.5899      |  -5.55831    |      -1.5899e+10  | SHEL,VLO  |
| 5142 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.59033     |  -6.15903    |      -1.59033e+10 | VLO,XOM   |
| 5143 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         10 |       2   |      1   |             5 |   -1.59037     |  -5.73588    |      -1.59037e+10 | VLO,XOM   |
| 2388 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.59046     |  -7.23231    |      -1.59046e+10 | SHEL,VLO  |
| 2387 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.59046     |  -7.23231    |      -1.59046e+10 | SHEL,VLO  |
| 2389 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.59046     |  -7.23231    |      -1.59046e+10 | SHEL,VLO  |
| 2390 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.59066     |  -7.18919    | -924315           | SHEL,VLO  |
| 2391 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.59066     |  -7.18919    | -924315           | SHEL,VLO  |
| 5145 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.59199     |  -6.78461    |      -1.59587e+10 | VLO,XOM   |
| 5144 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.59199     |  -6.78461    |      -1.59587e+10 | VLO,XOM   |
| 8319 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.59267     |  -7.17328    |      -1.59267e+10 | AAPL,SHEL |
| 8320 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.59329     |  -7.44756    |      -1.59329e+10 | AAPL,SHEL |
| 2392 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         10 |       1.5 |      1   |            20 |   -1.59375     |  -6.19776    |      -1.60723e+10 | SHEL,VLO  |
| 2393 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         10 |       1.5 |      1   |            10 |   -1.59375     |  -6.19776    |      -1.60723e+10 | SHEL,VLO  |
| 2394 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         10 |       1.5 |      1   |             5 |   -1.59375     |  -6.19776    |      -1.60723e+10 | SHEL,VLO  |
| 2397 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.59412     |  -5.9283     |      -1.59412e+10 | SHEL,VLO  |
| 2396 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.59412     |  -5.9283     |      -1.59412e+10 | SHEL,VLO  |
| 2395 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.59412     |  -5.9283     |      -1.59412e+10 | SHEL,VLO  |
| 5147 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.59699     |  -7.08121    |      -1.59699e+10 | VLO,XOM   |
| 5146 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.59699     |  -7.08121    |      -1.59699e+10 | VLO,XOM   |
| 2399 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.59701     |  -6.63245    |      -1.59894e+10 | SHEL,VLO  |
| 2398 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.59701     |  -6.63245    |      -1.59894e+10 | SHEL,VLO  |
| 2400 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         10 |       1.5 |      0.5 |             5 |   -1.59747     |  -5.54968    |      -1.59747e+10 | SHEL,VLO  |
| 5148 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.59891     |  -7.09311    |      -1.59891e+10 | VLO,XOM   |
| 8321 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.59904     |  -7.33093    |      -1.59904e+10 | AAPL,SHEL |
| 5149 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.59907     |  -6.83401    |      -1.59907e+10 | VLO,XOM   |
| 8322 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         10 |       1.5 |      0.5 |             5 |   -1.59988     |  -5.92847    |      -1.64029e+10 | AAPL,SHEL |
| 2403 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.60012     |  -5.67408    |      -1.61265e+10 | SHEL,VLO  |
| 2401 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.60012     |  -5.67408    |      -1.61265e+10 | SHEL,VLO  |
| 2402 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.60012     |  -5.67408    |      -1.61265e+10 | SHEL,VLO  |
| 5150 | 2021-01-25 00:00:00 | 2022-01-25 00:00:00 |         20 |       2   |      0.5 |            10 |   -1.60078     |  -5.24279    |      -1.60078e+10 | VLO,XOM   |
| 8323 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.60103     |  -6.60173    |      -1.61663e+10 | AAPL,SHEL |
| 8324 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.60375     |  -6.90318    |      -1.61005e+10 | AAPL,SHEL |
| 8325 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.60375     |  -6.90318    |      -1.61005e+10 | AAPL,SHEL |
| 8326 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.60375     |  -6.90318    |      -1.61005e+10 | AAPL,SHEL |
| 2405 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.60432     |  -6.53267    |      -1.60432e+10 | SHEL,VLO  |
| 2404 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.60432     |  -6.53267    |      -1.60432e+10 | SHEL,VLO  |
| 2406 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.60539     |  -6.63612    |      -1.60539e+10 | SHEL,VLO  |
| 5151 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         20 |       2   |      0.5 |            10 |   -1.60549     |  -5.58407    |      -1.60549e+10 | VLO,XOM   |
| 8327 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.60637     |  -7.20563    |      -1.60637e+10 | AAPL,SHEL |
| 5152 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.60645     |  -7.27939    |      -1.60645e+10 | VLO,XOM   |
| 5153 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.60645     |  -7.27939    |      -1.60645e+10 | VLO,XOM   |
| 5154 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.60836     |  -7.29169    |      -1.60836e+10 | VLO,XOM   |
| 8328 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -1.60898     |  -6.83675    |      -1.61528e+10 | AAPL,SHEL |
| 8329 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.60956     |  -6.20224    |      -1.60956e+10 | AAPL,SHEL |
| 5155 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.61025     |  -6.1214     |      -1.61025e+10 | VLO,XOM   |
| 5157 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.61025     |  -6.1214     |      -1.61025e+10 | VLO,XOM   |
| 5156 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.61025     |  -6.1214     |      -1.61025e+10 | VLO,XOM   |
| 8330 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.612       |  -7.28352    |      -1.612e+10   | AAPL,SHEL |
| 8331 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         10 |       1.5 |      1   |            20 |   -1.61276     |  -7.24159    |      -1.61276e+10 | AAPL,SHEL |
| 8332 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         10 |       1.5 |      1   |             5 |   -1.61276     |  -7.24159    |      -1.61276e+10 | AAPL,SHEL |
| 8333 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         10 |       1.5 |      1   |            10 |   -1.61276     |  -7.24159    |      -1.61276e+10 | AAPL,SHEL |
| 2408 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.61284     |  -6.88762    |   -1091.37        | SHEL,VLO  |
| 2407 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.61284     |  -6.88762    |   -1091.37        | SHEL,VLO  |
| 2409 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.61364     |  -6.98055    |      -1.61364e+10 | SHEL,VLO  |
| 8334 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      0.5 |            10 |   -1.61427     |  -6.3183     |      -1.61427e+10 | AAPL,SHEL |
| 8335 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         10 |       1.5 |      0.5 |            20 |   -1.61427     |  -6.3183     |      -1.61427e+10 | AAPL,SHEL |
| 2410 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -1.61489     |  -5.66458    |      -1.61682e+10 | SHEL,VLO  |
| 8336 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.61613     |  -6.51643    |      -1.617e+10   | AAPL,SHEL |
| 8337 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.61613     |  -6.51643    |      -1.617e+10   | AAPL,SHEL |
| 5158 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.61663     |  -6.51456    |      -1.62194e+10 | VLO,XOM   |
| 8338 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.61729     |  -6.93519    |      -1.61729e+10 | AAPL,SHEL |
| 8339 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.61729     |  -6.93519    |      -1.61729e+10 | AAPL,SHEL |
| 5160 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2   |      1   |            10 |   -1.61953     |  -5.91433    |      -1.61953e+10 | VLO,XOM   |
| 5159 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2   |      1   |            20 |   -1.61953     |  -5.91433    |      -1.61953e+10 | VLO,XOM   |
| 5162 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -1.62014     |  -6.3235     |      -1.62014e+10 | VLO,XOM   |
| 5161 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.62014     |  -6.3235     |      -1.62014e+10 | VLO,XOM   |
| 5165 | 2022-03-21 00:00:00 | 2023-03-21 00:00:00 |         20 |       1.5 |      1   |            20 |   -1.62031     |  -7.19885    |      -1.62067e+10 | VLO,XOM   |
| 5164 | 2022-03-21 00:00:00 | 2023-03-21 00:00:00 |         20 |       1.5 |      1   |            10 |   -1.62031     |  -7.19885    |      -1.62067e+10 | VLO,XOM   |
| 5163 | 2022-03-21 00:00:00 | 2023-03-21 00:00:00 |         20 |       1.5 |      1   |             5 |   -1.62031     |  -7.19885    |      -1.62067e+10 | VLO,XOM   |
| 8340 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.62085     |  -7.51104    |      -1.63274e+10 | AAPL,SHEL |
| 5166 | 2021-08-23 00:00:00 | 2022-08-23 00:00:00 |         20 |       2   |      0.5 |            20 |   -1.62118     |  -5.63645    |      -1.62118e+10 | VLO,XOM   |
| 2411 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.62135     |  -7.04839    |    -754.243       | SHEL,VLO  |
| 2412 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.62135     |  -7.04839    |    -754.243       | SHEL,VLO  |
| 2413 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.62291     |  -6.68497    |      -1.62485e+10 | SHEL,VLO  |
| 5167 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -1.62429     |  -6.5334     |      -1.6296e+10  | VLO,XOM   |
| 5168 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      0.5 |            10 |   -1.6245      |  -6.93548    |      -1.6245e+10  | VLO,XOM   |
| 5169 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       1.5 |      0.5 |            20 |   -1.6245      |  -6.93548    |      -1.6245e+10  | VLO,XOM   |
| 2415 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         10 |       1.5 |      0.5 |            20 |   -1.62456     |  -5.71385    |      -7.34712e+07 | SHEL,VLO  |
| 2414 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         10 |       1.5 |      0.5 |            10 |   -1.62456     |  -5.71385    |      -7.34712e+07 | SHEL,VLO  |
| 5170 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         30 |       1.5 |      1   |             5 |   -1.62483     |  -6.64295    |      -1.62483e+10 | VLO,XOM   |
| 5171 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         20 |       2   |      0.5 |             5 |   -1.62502     |  -5.61165    |      -1.62502e+10 | VLO,XOM   |
| 2416 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         20 |       1.5 |      0.5 |             5 |   -1.62511     |  -5.94233    |      -1.63002e+10 | SHEL,VLO  |
| 5173 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         30 |       1.5 |      1   |            20 |   -1.62536     |  -6.9995     |      -1.62536e+10 | VLO,XOM   |
| 5172 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.62536     |  -6.9995     |      -1.62536e+10 | VLO,XOM   |
| 5174 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         30 |       1.5 |      1   |            10 |   -1.62636     |  -6.65072    |      -1.62636e+10 | VLO,XOM   |
